instanceid,id,opmode,entityid,observedat,subproperties,unitcode,datasetid,valuetype,text,boolean,number,datetime,compound,geopoint,geomultipoint,geopolygon,geomultipolygon,geolinestring,geomultilinestring,ts
urn:ngsi-ld:attribute:instance:613fe71a-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,MTS,None,Number,,,4.1,,,,,,,,,2026-04-07 13:12:07.885000
urn:ngsi-ld:attribute:instance:613fe7e2-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,DD,None,Number,,,183,,,,,,,,,2026-04-07 13:12:07.885000
urn:ngsi-ld:attribute:instance:613fe8c8-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.885000
urn:ngsi-ld:attribute:instance:613fe9b8-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.885000
urn:ngsi-ld:attribute:instance:61417c1a-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,,None,Number,,,40.433217,,,,,,,,,2026-04-07 13:12:07.896000
urn:ngsi-ld:attribute:instance:61417d00-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,,None,Number,,,-0.255675,,,,,,,,,2026-04-07 13:12:07.896000
urn:ngsi-ld:attribute:instance:61417db4-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,CEL,None,Number,,,18.2,,,,,,,,,2026-04-07 13:12:07.896000
urn:ngsi-ld:attribute:instance:61417e5e-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,P1,None,Number,,,38,,,,,,,,,2026-04-07 13:12:07.896000
urn:ngsi-ld:attribute:instance:61417efe-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,HPA,None,Number,,,893.3,,,,,,,,,2026-04-07 13:12:07.896000
urn:ngsi-ld:attribute:instance:61417fd0-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,MTS,None,Number,,,4.6,,,,,,,,,2026-04-07 13:12:07.896000
urn:ngsi-ld:attribute:instance:614180b6-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,DD,None,Number,,,96,,,,,,,,,2026-04-07 13:12:07.896000
urn:ngsi-ld:attribute:instance:614181b0-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.896000
urn:ngsi-ld:attribute:instance:614182aa-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.896000
urn:ngsi-ld:attribute:instance:614312f0-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,,None,Number,,,39.95728,,,,,,,,,2026-04-07 13:12:07.906000
urn:ngsi-ld:attribute:instance:614313d6-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,,None,Number,,,-0.071967,,,,,,,,,2026-04-07 13:12:07.906000
urn:ngsi-ld:attribute:instance:6143148a-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,CEL,None,Number,,,21,,,,,,,,,2026-04-07 13:12:07.906000
urn:ngsi-ld:attribute:instance:61431534-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,P1,None,Number,,,39,,,,,,,,,2026-04-07 13:12:07.906000
urn:ngsi-ld:attribute:instance:614315d4-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,HPA,None,Number,,,1015.2,,,,,,,,,2026-04-07 13:12:07.906000
urn:ngsi-ld:attribute:instance:61431746-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,MTS,None,Number,,,3.4,,,,,,,,,2026-04-07 13:12:07.906000
urn:ngsi-ld:attribute:instance:6143187c-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,DD,None,Number,,,103,,,,,,,,,2026-04-07 13:12:07.906000
urn:ngsi-ld:attribute:instance:61431958-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.906000
urn:ngsi-ld:attribute:instance:61431a0c-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.906000
urn:ngsi-ld:attribute:instance:61447820-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,,None,Number,,,40.798426,,,,,,,,,2026-04-07 13:12:07.915000
urn:ngsi-ld:attribute:instance:6144794c-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,,None,Number,,,-0.315396,,,,,,,,,2026-04-07 13:12:07.915000
urn:ngsi-ld:attribute:instance:61447a50-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,CEL,None,Number,,,23.1,,,,,,,,,2026-04-07 13:12:07.915000
urn:ngsi-ld:attribute:instance:61447b4a-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,P1,None,Number,,,27,,,,,,,,,2026-04-07 13:12:07.915000
urn:ngsi-ld:attribute:instance:61447c30-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,MTS,None,Number,,,2.7,,,,,,,,,2026-04-07 13:12:07.915000
urn:ngsi-ld:attribute:instance:61447d16-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,DD,None,Number,,,64,,,,,,,,,2026-04-07 13:12:07.915000
urn:ngsi-ld:attribute:instance:61447dfc-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.915000
urn:ngsi-ld:attribute:instance:61447ef6-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.915000
urn:ngsi-ld:attribute:instance:6145eb74-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,,None,Number,,,40.621663,,,,,,,,,2026-04-07 13:12:07.925000
urn:ngsi-ld:attribute:instance:6145ec78-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,,None,Number,,,-0.101819,,,,,,,,,2026-04-07 13:12:07.925000
urn:ngsi-ld:attribute:instance:6145ed22-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,CEL,None,Number,,,18.5,,,,,,,,,2026-04-07 13:12:07.925000
urn:ngsi-ld:attribute:instance:6145edd6-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,P1,None,Number,,,42,,,,,,,,,2026-04-07 13:12:07.925000
urn:ngsi-ld:attribute:instance:6145ee80-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,MTS,None,Number,,,5.6,,,,,,,,,2026-04-07 13:12:07.925000
urn:ngsi-ld:attribute:instance:6145ef20-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,DD,None,Number,,,97,,,,,,,,,2026-04-07 13:12:07.925000
urn:ngsi-ld:attribute:instance:6145efca-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.925000
urn:ngsi-ld:attribute:instance:6145f06a-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.925000
urn:ngsi-ld:attribute:instance:6147ad42-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,,None,Number,,,40.498608,,,,,,,,,2026-04-07 13:12:07.936000
urn:ngsi-ld:attribute:instance:6147ae50-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,,None,Number,,,-0.186663,,,,,,,,,2026-04-07 13:12:07.936000
urn:ngsi-ld:attribute:instance:6147af04-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,CEL,None,Number,,,17.2,,,,,,,,,2026-04-07 13:12:07.936000
urn:ngsi-ld:attribute:instance:6147afae-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,P1,None,Number,,,36,,,,,,,,,2026-04-07 13:12:07.936000
urn:ngsi-ld:attribute:instance:6147b062-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,HPA,None,Number,,,882.9,,,,,,,,,2026-04-07 13:12:07.936000
urn:ngsi-ld:attribute:instance:6147b152-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,MTS,None,Number,,,6.4,,,,,,,,,2026-04-07 13:12:07.936000
urn:ngsi-ld:attribute:instance:6147b242-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,DD,None,Number,,,104,,,,,,,,,2026-04-07 13:12:07.936000
urn:ngsi-ld:attribute:instance:6147b31e-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.936000
urn:ngsi-ld:attribute:instance:6147b40e-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.936000
urn:ngsi-ld:attribute:instance:61490264-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,,None,Number,,,40.820278,,,,,,,,,2026-04-07 13:12:07.945000
urn:ngsi-ld:attribute:instance:6149034a-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,,None,Number,,,0.493333,,,,,,,,,2026-04-07 13:12:07.945000
urn:ngsi-ld:attribute:instance:614903fe-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,CEL,None,Number,,,24.1,,,,,,,,,2026-04-07 13:12:07.945000
urn:ngsi-ld:attribute:instance:614904e4-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,P1,None,Number,,,25,,,,,,,,,2026-04-07 13:12:07.945000
urn:ngsi-ld:attribute:instance:614905d4-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,HPA,None,Number,,,1016,,,,,,,,,2026-04-07 13:12:07.945000
urn:ngsi-ld:attribute:instance:614906a6-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,MTS,None,Number,,,3.3,,,,,,,,,2026-04-07 13:12:07.945000
urn:ngsi-ld:attribute:instance:61490750-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,DD,None,Number,,,132,,,,,,,,,2026-04-07 13:12:07.945000
urn:ngsi-ld:attribute:instance:6149080e-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.945000
urn:ngsi-ld:attribute:instance:614908f4-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.945000
urn:ngsi-ld:attribute:instance:c6dcadfa-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,,None,Number,,,38.784167,,,,,,,,,2026-04-07 13:22:07.859000
urn:ngsi-ld:attribute:instance:c6dcaf76-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,,None,Number,,,0.166667,,,,,,,,,2026-04-07 13:22:07.859000
urn:ngsi-ld:attribute:instance:c6dcb066-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,CEL,None,Number,,,18.6,,,,,,,,,2026-04-07 13:22:07.859000
urn:ngsi-ld:attribute:instance:c6dcb142-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,P1,None,Number,,,58,,,,,,,,,2026-04-07 13:22:07.859000
urn:ngsi-ld:attribute:instance:c6dcb20a-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,HPA,None,Number,,,1019.5,,,,,,,,,2026-04-07 13:22:07.859000
urn:ngsi-ld:attribute:instance:c6dcb2e6-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,MTS,None,Number,,,3.7,,,,,,,,,2026-04-07 13:22:07.859000
urn:ngsi-ld:attribute:instance:c6dcb3d6-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,DD,None,Number,,,4,,,,,,,,,2026-04-07 13:22:07.859000
urn:ngsi-ld:attribute:instance:c6dcb49e-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:22:07.859000
urn:ngsi-ld:attribute:instance:c6dcb570-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:22:07.859000
urn:ngsi-ld:attribute:instance:c6de3f76-3284-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,,None,Number,,,38.904444,,,,,,,,,2026-04-07 13:22:07.870000
urn:ngsi-ld:attribute:instance:c6de4070-3284-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,,None,Number,,,-0.065,,,,,,,,,2026-04-07 13:22:07.870000
urn:ngsi-ld:attribute:instance:c6de412e-3284-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,CEL,None,Number,,,18,,,,,,,,,2026-04-07 13:22:07.870000
urn:ngsi-ld:attribute:instance:c6de41d8-3284-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,P1,None,Number,,,70,,,,,,,,,2026-04-07 13:22:07.870000
urn:ngsi-ld:attribute:instance:c6de4282-3284-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,HPA,None,Number,,,1020.9,,,,,,,,,2026-04-07 13:22:07.870000
urn:ngsi-ld:attribute:instance:c6de4336-3284-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,MTS,None,Number,,,4,,,,,,,,,2026-04-07 13:22:07.870000
urn:ngsi-ld:attribute:instance:c6de43e0-3284-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,DD,None,Number,,,28,,,,,,,,,2026-04-07 13:22:07.870000
urn:ngsi-ld:attribute:instance:c6de448a-3284-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:22:07.870000
urn:ngsi-ld:attribute:instance:c6de452a-3284-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:22:07.870000
urn:ngsi-ld:attribute:instance:c6f58244-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,,None,Number,,,38.950299,,,,,,,,,2026-04-07 13:22:08.021000
urn:ngsi-ld:attribute:instance:c6f58348-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,,None,Number,,,-0.137697,,,,,,,,,2026-04-07 13:22:08.021000
urn:ngsi-ld:attribute:instance:c6f583fc-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,CEL,None,Number,,,18.3,,,,,,,,,2026-04-07 13:22:08.021000
urn:ngsi-ld:attribute:instance:c6f584a6-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,P1,None,Number,,,67,,,,,,,,,2026-04-07 13:22:08.021000
urn:ngsi-ld:attribute:instance:c6f58550-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,MTS,None,Number,,,3,,,,,,,,,2026-04-07 13:22:08.021000
urn:ngsi-ld:attribute:instance:c6f585fa-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,DD,None,Number,,,45,,,,,,,,,2026-04-07 13:22:08.021000
urn:ngsi-ld:attribute:instance:c6f5869a-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:22:08.021000
urn:ngsi-ld:attribute:instance:c6f58744-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:22:08.021000
urn:ngsi-ld:attribute:instance:c6f6f32c-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,,None,Number,,,38.710917,,,,,,,,,2026-04-07 13:22:08.032000
urn:ngsi-ld:attribute:instance:c6f6f44e-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,,None,Number,,,-0.460071,,,,,,,,,2026-04-07 13:22:08.032000
urn:ngsi-ld:attribute:instance:c6f6f520-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,CEL,None,Number,,,20.1,,,,,,,,,2026-04-07 13:22:08.032000
urn:ngsi-ld:attribute:instance:c6f6f6c4-3284-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,P1,None,Number,,,48,,,,,,,,,2026-04-07 13:22:08.032000
